student,exam
776,2
776,11
776,20
777,4
777,6
777,14
777,34
777,35
777,48
778,9
778,12
778,39
779,9
779,21
779,28
779,29
780,1
780,16
780,32
781,13
781,17
781,25
781,42
781,43
781,48
782,25
782,33
782,34
783,13
783,18
783,37
783,49
784,6
784,7
784,11
784,20
784,33
784,34
785,2
785,3
785,17
785,47
785,48
786,1
786,6
786,16
786,17
786,27
787,10
787,11
787,21
787,33
787,39
787,48
788,27
788,28
788,29
788,36
788,41
788,47
789,2
789,7
789,31
789,37
789,39
789,42
790,17
790,27
790,40
790,49
791,13
791,15
791,23
791,29
791,30
791,48
792,9
792,26
792,31
792,49
793,2
793,12
793,14
793,39
793,41
793,49
794,17
794,43
794,46
794,48
795,8
795,13
795,32
795,43
796,2
796,36
796,39
797,0
797,2
797,4
797,25
797,42
798,1
798,3
798,5
798,22
798,45
798,48
799,4
799,5
799,12
799,26
799,40
800,11
800,15
800,28
800,34
800,38
801,6
801,16
801,19
802,4
802,7
802,26
802,43
802,46
803,7
803,10
803,15
803,26
803,32
804,3
804,27
804,30
804,31
804,40
804,47
805,3
805,27
805,39
805,40
806,14
806,19
806,27
806,43
806,48
806,49
807,0
807,5
807,29
807,34
807,43
807,49
808,0
808,2
808,15
808,21
808,40
809,7
809,33
809,42
809,43
809,48
810,20
810,24
810,31
810,33
810,43
810,46
811,3
811,5
811,18
811,19
811,33
811,49
812,1
812,13
812,24
812,34
812,47
813,14
813,15
813,32
813,39
814,3
814,20
814,31
814,49
815,15
815,23
815,25
815,31
815,39
815,47
816,4
816,7
816,13
816,38
817,0
817,8
817,14
817,22
817,43
817,48
818,23
818,24
818,46
819,20
819,21
819,27
819,42
819,45
820,1
820,5
820,11
820,23
820,28
820,45
821,14
821,15
821,30
821,41
821,46
821,48
822,5
822,10
822,14
822,16
822,33
822,40
823,0
823,17
823,26
823,36
824,10
824,19
824,26
824,30
824,37
824,43
825,9
825,37
825,48
826,10
826,17
826,25
826,47
827,17
827,18
827,19
827,37
827,44
828,0
828,20
828,40
829,7
829,21
829,22
829,38
829,41
829,46
830,0
830,4
830,32
831,4
831,7
831,9
831,23
831,36
831,48
832,26
832,37
832,41
833,9
833,19
833,31
833,33
834,14
834,18
834,27
834,39
834,43
834,49
835,18
835,30
835,43
835,49
836,24
836,38
836,47
837,1
837,9
837,20
837,24
837,41
837,45
838,10
838,19
838,25
838,34
838,43
839,17
839,24
839,29
839,31
839,33
840,3
840,6
840,8
840,19
840,32
840,37
841,9
841,33
841,49
842,15
842,22
842,29
842,34
842,45
843,4
843,12
843,21
843,24
843,25
843,28
844,8
844,23
844,32
844,43
844,46
845,13
845,17
845,26
845,35
845,43
845,46
846,21
846,32
846,35
847,1
847,7
847,11
848,4
848,44
848,45
848,48
849,0
849,22
849,32
849,37
849,44
850,3
850,29
850,35
850,39
851,8
851,20
851,47
852,2
852,4
852,5
852,11
852,28
852,33
853,8
853,41
853,46
854,11
854,13
854,22
855,25
855,30
855,38
855,43
855,47
855,49
856,21
856,23
856,29
856,45
857,0
857,9
857,11
857,30
857,47
858,3
858,9
858,45
859,11
859,12
859,31
860,3
860,12
860,14
860,20
860,42
861,2
861,16
861,17
862,3
862,5
862,32
862,35
862,44
863,1
863,4
863,15
863,33
863,40
864,1
864,11
864,36
864,44
864,48
865,0
865,1
865,4
865,11
865,24
865,38
866,2
866,11
866,37
866,42
867,24
867,33
867,36
867,45
868,1
868,7
868,9
868,10
868,21
868,31
869,11
869,12
869,18
869,41
870,13
870,37
870,40
870,43
871,11
871,13
871,39
871,40
872,12
872,40
872,46
873,35
873,37
873,38
873,39
873,44
873,45
874,11
874,21
874,33
874,42
875,13
875,15
875,29
875,31
875,44
875,47
876,13
876,17
876,28
876,45
877,12
877,17
877,27
877,43
878,2
878,17
878,32
878,39
878,41
878,48
879,10
879,14
879,26
879,36
879,42
880,5
880,7
880,29
880,34
880,35
880,39
881,16
881,19
881,29
881,33
881,37
882,11
882,12
882,21
883,10
883,20
883,25
883,31
883,43
883,45
884,0
884,6
884,19
884,39
884,43
885,12
885,18
885,22
885,41
886,5
886,24
886,43
887,3
887,7
887,18
887,26
887,32
887,39
888,2
888,20
888,24
888,31
888,36
889,15
889,20
889,21
889,24
889,26
890,9
890,16
890,24
890,41
890,46
890,49
891,14
891,22
891,23
891,34
891,38
892,2
892,4
892,12
892,22
892,23
892,38
893,4
893,19
893,22
893,37
893,48
894,9
894,13
894,18
894,38
895,14
895,18
895,24
895,39
895,41
895,47
896,13
896,17
896,19
896,24
896,28
896,33
897,1
897,34
897,35
898,0
898,30
898,32
898,42
899,3
899,22
899,23
899,30
899,41
899,45
900,2
900,11
900,17
900,20
900,38
901,4
901,7
901,14
901,33
901,41
902,18
902,20
902,26
902,32
902,37
903,9
903,17
903,40
904,0
904,5
904,16
904,20
904,34
904,35
905,12
905,24
905,31
905,44
905,47
906,8
906,32
906,44
907,4
907,7
907,37
908,8
908,23
908,25
908,37
908,41
908,48
909,3
909,6
909,11
909,41
909,49
910,2
910,17
910,21
910,36
911,7
911,12
911,15
911,29
911,34
912,0
912,41
912,43
912,49
913,7
913,25
913,48
913,49
914,1
914,12
914,15
914,23
914,37
915,8
915,27
915,40
915,48
916,23
916,33
916,42
917,1
917,23
917,28
918,1
918,7
918,18
918,24
918,25
919,0
919,2
919,9
919,10
919,38
919,43
920,2
920,9
920,34
921,13
921,18
921,23
921,30
921,48
922,4
922,6
922,12
922,25
923,10
923,28
923,34
924,10
924,24
924,26
924,32
924,39
925,0
925,21
925,33
925,34
925,43
926,15
926,17
926,28
926,32
926,38
926,49
927,1
927,25
927,28
927,47
928,0
928,22
928,34
928,43
929,4
929,24
929,25
929,30
930,0
930,17
930,25
930,27
930,41
931,2
931,5
931,25
931,34
931,40
932,14
932,17
932,26
932,34
933,3
933,26
933,29
933,41
933,43
934,2
934,17
934,28
934,41
934,46
934,47
935,2
935,16
935,25
935,27
935,29
936,4
936,8
936,36
936,38
936,46
937,1
937,10
937,21
938,0
938,6
938,12
938,15
938,32
938,44
939,15
939,28
939,48
940,3
940,22
940,31
940,40
941,2
941,8
941,13
941,27
942,0
942,16
942,22
942,24
942,27
942,44
943,3
943,13
943,18
943,35
943,46
944,8
944,9
944,24
945,3
945,5
945,14
945,32
945,36
945,46
946,5
946,34
946,35
947,10
947,16
947,26
947,27
947,48
948,22
948,28
948,48
949,11
949,12
949,21
949,23
949,39
949,41
950,4
950,13
950,15
950,24
950,28
951,14
951,28
951,32
951,38
951,44
952,8
952,10
952,13
952,15
952,18
952,38
953,6
953,14
953,15
953,17
953,37
954,23
954,25
954,37
955,5
955,11
955,34
955,41
956,5
956,10
956,16
956,17
956,31
956,42
957,18
957,30
957,43
958,4
958,10
958,24
958,32
958,34
959,11
959,19
959,22
959,28
960,6
960,14
960,41
961,1
961,6
961,20
961,28
961,30
961,46
962,6
962,8
962,23
962,32
962,46
963,18
963,20
963,24
963,40
963,44
963,45
964,29
964,43
964,44
965,2
965,20
965,24
965,41
966,21
966,22
966,42
967,11
967,29
967,30
968,10
968,21
968,22
968,24
968,41
969,3
969,24
969,28
969,31
969,41
969,42
970,14
970,15
970,29
971,18
971,36
971,37
972,14
972,28
972,34
972,43
973,10
973,23
973,44
973,46
974,1
974,17
974,18
974,27
974,44
974,49
975,5
975,15
975,30
975,39
975,44
975,46
976,15
976,27
976,43
976,44
976,49
977,17
977,23
977,24
977,32
977,40
977,43
978,0
978,13
978,32
978,34
979,0
979,4
979,12
979,22
979,24
979,30
980,29
980,30
980,32
981,1
981,8
981,10
981,11
981,25
981,26
982,2
982,13
982,14
982,18
982,20
982,32
983,16
983,28
983,31
983,38
983,40
984,25
984,34
984,48
985,23
985,31
985,42
985,44
985,46
986,2
986,24
986,29
986,31
987,1
987,13
987,21
987,23
987,29
987,33
988,4
988,6
988,14
988,19
988,21
988,38
989,8
989,10
989,19
989,34
990,7
990,26
990,30
990,33
990,45
991,2
991,10
991,12
992,9
992,12
992,14
992,28
992,33
993,3
993,4
993,15
993,16
993,23
994,20
994,28
994,39
995,0
995,5
995,25
995,31
995,34
995,48
996,8
996,28
996,41
996,42
996,49
997,4
997,13
997,27
997,34
998,23
998,44
998,49
999,4
999,12
999,13
999,32
999,34
999,36
